0	0	0.391931
0	1	0.351262
0	2	0.314996
0	3	0.282594
0	4	0.253601
0	5	0.227633
0	6	0.204356
0	7	0.183481
0	8	0.164751
0	9	0.147943
0	10	0.132855
0	11	0.119309
0	12	0.107147
0	13	0.0962268
0	14	0.0864203
0	15	0.0776138
0	16	0.0697052
0	17	0.0626028
0	18	0.0562242
0	19	0.0504956
0	20	0.0453508
0	21	0.0407302
0	22	0.0365805
0	23	0.0328535
0	24	0.0295063
0	25	0.0265001
0	26	0.0238002
0	27	0.0213754
0	28	0.0191976
0	29	0.0172417
0	30	0.0154851
0	31	0.0139074
0	32	0.0124905
0	33	0.0112179
0	34	0.010075
0	35	0.00904857
0	36	0.00812668
0	37	0.00729872
0	38	0.00655511
0	39	0.00588726
0	40	0.00528745
0	41	0.00474875
0	42	0.00426494
0	43	0.00383042
0	44	0.00344017
0	45	0.00308968
0	46	0.00277489
0	47	0.00249218
0	48	0.00223827
0	49	0.00201023
0	50	0.00180543
0	51	0.00162149
0	52	0.00145629
0	53	0.00130792
0	54	0.00117466
0	55	0.00105499
0	56	0.000947501
0	57	0.000850968
0	58	0.000764269
0	59	0.000686404
0	60	0.000616472
0	61	0.000553664
0	62	0.000497256
0	63	0.000446594
0	64	0.000401094
0	65	0.00036023
0	66	0.000323529
0	67	0.000290567
0	68	0.000260963
0	69	0.000234376
0	70	0.000210497
0	71	0.000189051
0	72	0.00016979
0	73	0.000152492
0	74	0.000136956
0	75	0.000123002
0	76	0.000110471
0	77	9.92156e-05
0	78	8.91073e-05
0	79	8.00288e-05
0	80	7.18753e-05
0	81	6.45525e-05
0	82	5.79758e-05
0	83	5.20691e-05
0	84	4.67642e-05
0	85	4.19997e-05
0	86	3.77207e-05
0	87	3.38776e-05
0	88	3.04261e-05
0	89	2.73262e-05
0	90	2.45422e-05
0	91	2.20418e-05
0	92	1.97961e-05
0	93	1.77792e-05
0	94	1.59678e-05
0	95	1.4341e-05
0	96	1.28799e-05
0	97	1.15677e-05
0	98	1.03891e-05
0	99	9.33068e-06
1	0	0.282478
1	1	0.253167
1	2	0.22703
1	3	0.203676
1	4	0.18278
1	5	0.164064
1	6	0.147287
1	7	0.132242
1	8	0.118743
1	9	0.106628
1	10	0.0957535
1	11	0.0859908
1	12	0.0772253
1	13	0.0693544
1	14	0.0622864
1	15	0.0559393
1	16	0.0502392
1	17	0.0451202
1	18	0.0405229
1	19	0.0363941
1	20	0.0326861
1	21	0.0293558
1	22	0.0263649
1	23	0.0236788
1	24	0.0212663
1	25	0.0190996
1	26	0.0171537
1	27	0.0154061
1	28	0.0138364
1	29	0.0124268
1	30	0.0111607
1	31	0.0100236
1	32	0.00900239
1	33	0.0080852
1	34	0.00726147
1	35	0.00652165
1	36	0.00585721
1	37	0.00526047
1	38	0.00472452
1	39	0.00424317
1	40	0.00381087
1	41	0.00342261
1	42	0.00307391
1	43	0.00276073
1	44	0.00247946
1	45	0.00222685
1	46	0.00199997
1	47	0.00179621
1	48	0.00161321
1	49	0.00144885
1	50	0.00130124
1	51	0.00116867
1	52	0.0010496
1	53	0.000942665
1	54	0.000846625
1	55	0.000760369
1	56	0.000682901
1	57	0.000613325
1	58	0.000550838
1	59	0.000494718
1	60	0.000444315
1	61	0.000399047
1	62	0.000358391
1	63	0.000321878
1	64	0.000289084
1	65	0.000259632
1	66	0.00023318
1	67	0.000209423
1	68	0.000188086
1	69	0.000168924
1	70	0.000151713
1	71	0.000136257
1	72	0.000122374
1	73	0.000109907
1	74	9.87092e-05
1	75	8.86525e-05
1	76	7.96204e-05
1	77	7.15085e-05
1	78	6.4223e-05
1	79	5.76799e-05
1	80	5.18033e-05
1	81	4.65255e-05
1	82	4.17854e-05
1	83	3.75282e-05
1	84	3.37047e-05
1	85	3.02708e-05
1	86	2.71868e-05
1	87	2.44169e-05
1	88	2.19293e-05
1	89	1.96951e-05
1	90	1.76885e-05
1	91	1.58864e-05
1	92	1.42678e-05
1	93	1.28142e-05
1	94	1.15086e-05
1	95	1.03361e-05
1	96	9.28305e-06
1	97	8.33728e-06
1	98	7.48786e-06
1	99	6.72498e-06
2	0	0.203592
2	1	0.182467
2	2	0.163629
