2.33022e+20	3.52778e-74	4.74434e-65	1.60671e+26	0
3.80829e+20	3.56624e-96	4.24218e-65	2.54647e+26	0
6.22391e+20	7.36742e-132	3.63019e-65	4.03588e+26	0
1.01718e+21	0	2.97926e-65	6.39643e+26	0
1.66238e+21	0	2.36202e-65	1.01377e+27	0
2.71684e+21	0	1.81966e-65	1.60671e+27	0
4.44014e+21	0	1.37024e-65	2.54647e+27	0
7.25655e+21	0	1.01557e-65	4.03588e+27	0
1.18594e+22	0	7.41511e-66	6.39643e+27	0
1.93819e+22	0	5.34455e-66	1.01377e+28	0
3.1676e+22	0	3.81275e-66	1.60671e+28	0
5.17683e+22	0	2.68576e-66	2.54647e+28	0
8.46052e+22	0	1.87057e-66	4.03588e+28	0
1.38271e+23	0	1.28591e-66	6.39643e+28	0
2.25977e+23	0	8.70834e-67	1.01377e+29	0
3.69315e+23	0	5.80734e-67	1.60671e+29	0
6.03574e+23	0	3.8049e-67	2.54647e+29	0
9.86424e+23	0	2.45098e-67	4.03588e+29	0
1.61212e+24	0	1.55161e-67	6.39643e+29	0
2.63469e+24	0	9.64374e-68	1.01377e+30	0
4.3059e+24	0	5.88776e-68	1.60671e+30	0
7.03715e+24	0	3.52835e-68	2.54647e+30	0
1.15009e+25	0	2.075e-68	4.03588e+30	0
1.87959e+25	0	1.1953e-68	6.39643e+30	0
3.07183e+25	0	6.72032e-69	1.01377e+31	0
5.02031e+25	0	3.66459e-69	1.60671e+31	0
8.20472e+25	0	1.9182e-69	2.54647e+31	0
1.3409e+26	0	9.50865e-70	4.03588e+31	0
2.19144e+26	0	4.37613e-70	6.39643e+31	0
3.58149e+26	0	1.82294e-70	1.01377e+32	0
5.85325e+26	0	6.59485e-71	1.60671e+32	0
9.566e+26	0	1.95946e-71	2.54647e+32	0
1.56338e+27	0	4.13754e-72	4.03588e+32	0
2.55504e+27	0	3.5228e-73	6.39643e+32	0
4.17571e+27	0	5.90418e-76	1.01377e+33	0
6.82439e+27	0	0	1.60671e+33	0
1.11531e+28	0	0	2.54647e+33	0
1.82276e+28	0	0	4.03588e+33	0
2.97895e+28	0	0	6.39643e+33	0
4.86852e+28	0	0	1.01377e+34	0
7.95665e+28	0	0	1.60671e+34	0
1.30036e+29	0	0	2.54647e+34	0
2.12519e+29	0	0	4.03588e+34	0
3.4732e+29	0	0	6.39643e+34	0
5.67628e+29	0	0	1.01377e+35	0
9.27677e+29	0	0	1.60671e+35	0
1.51611e+30	0	0	2.54647e+35	0
2.47779e+30	0	0	4.03588e+35	0
4.04946e+30	0	0	6.39643e+35	0
6.61805e+30	0	0	1.01377e+36	0
1.08159e+31	0	0	1.60671e+36	0
1.76765e+31	0	0	2.54647e+36	0
2.88889e+31	0	0	4.03588e+36	0
4.72132e+31	0	0	6.39643e+36	0
7.71608e+31	0	0	1.01377e+37	0
1.26104e+32	0	0	1.60671e+37	0
